sample,Library_genotype,StudyName,genotype,SampleID,Lane,Processing,Type,Biopsy_type,Tissue_sampled,Spatial_location,Ectopic_group,Group,BiopsyType_old,Tissue,Treatment,10x kit,Donor,multiplexed,hashing,genotyped,discard_lowQC,QC,comments
4861STDY7387181,4861STDY7387181_A13,Garcia_Alonso,A13,4861STDY7387181,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Coll.+Trypsin,3' v3.0,A13,no,no,no,no,,
4861STDY7387182,4861STDY7387182_A13,Garcia_Alonso,A13,4861STDY7387182,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Coll.+Trypsin,3' v3.0,A13,no,no,no,no,,
4861STDY7387183,4861STDY7387183_A13,Garcia_Alonso,A13,4861STDY7387183,100,Fresh,Cells,Whole_Uterus,myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,Myometrium,Coll.+Trypsin,3' v3.0,A13,no,no,no,no,,
4861STDY7387184,4861STDY7387184_A14,Garcia_Alonso,A14,4861STDY7387184,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN,Coll.+Trypsin,3' v3.0,A14,no,no,no,no,,
4861STDY7387185,4861STDY7387185_A14,Garcia_Alonso,A14,4861STDY7387185,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN,Coll.+Trypsin,3' v3.0,A14,no,no,no,no,,
4861STDY7387186,4861STDY7387186_A14,Garcia_Alonso,A14,4861STDY7387186,100,Fresh,Cells,Whole_Uterus,myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,Myometrium,Coll.+Trypsin,3' v3.0,A14,no,no,no,no,,
4861STDY7462245,4861STDY7462245_A16,Garcia_Alonso,A16,4861STDY7462245,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Collagenase,3' v2.0,A16,no,no,no,no,,
4861STDY7462246,4861STDY7462246_A16,Garcia_Alonso,A16,4861STDY7462246,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Collagenase,3' v2.0,A16,no,no,no,no,,
4861STDY7462247,4861STDY7462247_A16,Garcia_Alonso,A16,4861STDY7462247,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Collagenase,3' v2.0,A16,no,no,no,no,,
4861STDY7462248,4861STDY7462248_A16,Garcia_Alonso,A16,4861STDY7462248,100,Fresh,Cells,Whole_Uterus,myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,Myometrium,Collagenase,3' v2.0,A16,no,no,no,no,,
4861STDY7509538,4861STDY7509538_A17,Garcia_Alonso,A17,4861STDY7509538,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN,Coll.+Trypsin,3' v3.0,A17,no,no,no,no,,
4861STDY7509539,4861STDY7509539_A17,Garcia_Alonso,A17,4861STDY7509539,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,N/A,N/A,Ctrl_whole_uterus,Organ_Donor,EN,Coll.+Trypsin,3' v3.0,A17,no,no,no,no,,
4861STDY7509540,4861STDY7509540_A17,Garcia_Alonso,A17,4861STDY7509540,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium_myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,ENMYO,Coll.+Trypsin,3' v3.0,A17,no,no,no,no,,
4861STDY7509541,4861STDY7509541_A17,Garcia_Alonso,A17,4861STDY7509541,100,Fresh,Cells,Whole_Uterus,myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,Myometrium,Coll.+Trypsin,3' v3.0,A17,no,no,no,no,,
4861STDY7619057,4861STDY7619057_A22,Garcia_Alonso,A22,4861STDY7619057,100,Fresh,Cells,Whole_Uterus,,,N/A,Ctrl_whole_uterus,Organ_Donor,ENFLP,Coll.+Trypsin,3' v3.0,A22,no,no,no,no,,
4861STDY7619058,4861STDY7619058_A22,Garcia_Alonso,A22,4861STDY7619058,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,uterus_middle,N/A,Ctrl_whole_uterus,Organ_Donor,ENmid,Coll.+Trypsin,3' v3.0,A22,no,no,no,no,,
4861STDY7619059,4861STDY7619059_A22,Garcia_Alonso,A22,4861STDY7619059,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,uterus_nearCervix,N/A,Ctrl_whole_uterus,Organ_Donor,ENCervix,Coll.+Trypsin,3' v3.0,A22,no,no,no,no,,
4861STDY7619063,4861STDY7619063_A22,Garcia_Alonso,A22,4861STDY7619063,100,Fresh,Cells,Whole_Uterus,,,N/A,Ctrl_whole_uterus,Organ_Donor,ENFLP,Coll.+Trypsin,3' v3.0,A22,no,no,no,no,,
4861STDY7771114,4861STDY7771114_A30,Garcia_Alonso,A30,4861STDY7771114,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,uterus_nearCervix,N/A,Ctrl_whole_uterus,Organ_Donor,ENCervix,Coll.+Trypsin,3' v3.0,A30,no,no,no,no,,
4861STDY7771115,4861STDY7771115_A30,Garcia_Alonso,A30,4861STDY7771115,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Coll.+Trypsin,3' v3.0,A30,no,no,no,no,,
4861STDY7771116,4861STDY7771116_A30,Garcia_Alonso,A30,4861STDY7771116,100,Fresh,Cells,Whole_Uterus,,,N/A,Ctrl_whole_uterus,Organ_Donor,ENFLP,Coll.+Trypsin,3' v3.0,A30,no,no,no,no,,
4861STDY7771122,4861STDY7771122_A30,Garcia_Alonso,A30,4861STDY7771122,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,uterus_nearCervix,N/A,Ctrl_whole_uterus,Organ_Donor,ENCervix,Coll.+Trypsin,3' v3.0,A30,no,no,no,no,,
4861STDY7771123,4861STDY7771123_A30,Garcia_Alonso,A30,4861STDY7771123,100,Fresh,Cells,Whole_Uterus,eutopic_endometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Coll.+Trypsin,3' v3.0,A30,no,no,no,no,,
HCA_FR_CBTM_12920384,HCA_FR_CBTM_12920384_A66,CBTM,A66,A66-RPT-8-SC-1,0,Fresh,Cells,Whole_Uterus,,,N/A,Ctrl_whole_uterus,Organ_Donor,None,Coll.+Trypsin,3' v3.1,A66,no,no,no,no,,
HCA_FR_CBTM_12920385,HCA_FR_CBTM_12920385_A66,CBTM,A66,A66-RPT-8-SC-2,0,Fresh,Cells,Whole_Uterus,,,N/A,Ctrl_whole_uterus,Organ_Donor,None,Coll.+Trypsin,3' v3.1,A66,no,no,no,no,,
HCA_A_RepT_RNA13247830,HCA_A_RepT_RNA13247830_A70,CBTM,A70,HCA_A_RepT_RNA13247830,0,Fresh,Cells,Whole_Uterus,eutopic_endometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,EN_enrich,Coll.+Trypsin,3' v3.1,A70,no,no,no,no,,
HCA_A_RepT_RNA13247831,HCA_A_RepT_RNA13247831_A70,CBTM,A70,HCA_A_RepT_RNA13247831,0,Fresh,Cells,Whole_Uterus,myometrium,,N/A,Ctrl_whole_uterus,Organ_Donor,Myometrium,Coll.+Trypsin,3' v3.0,A70,no,no,no,no,,
C01_Ctrl,GSM6102532_C01_Ctrl,Tan,C01,GSM6102532_C01_Ctrl,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,,ColdDig_LiveSort,3' v3,C01,no,no,no,no,,
C02_Ctrl,GSM6102533_C02_Ctrl,Tan,C02,GSM6102533_C02_Ctrl,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,,ColdDig_LiveSort,3' v3,C02,no,no,no,no,,
C03_Ctrl,GSM6102534_C03_Ctrl,Tan,C03,GSM6102534_C03_Ctrl,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,,ColdDig_LiveSort,3' v3,C03,no,no,no,no,,
E01_EcP,GSM6102536_E01_EcP,Tan,E01,GSM6102536_E01_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E01,no,no,no,no,,
E01_EcPA,GSM6102535_E01_EcPA,Tan,E01,GSM6102535_E01_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent,,ColdDig_LiveSort,3' v3,E01,no,no,no,no,,
E01_EuE,GSM6102537_E01_EuE,Tan,E01,GSM6102537_E01_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E01,no,no,no,no,,
E02_EcP,GSM6102539_E02_EcP,Tan,E02,GSM6102539_E02_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E02,no,no,no,no,,
E02_EcPA,GSM6102538_E02_EcPA,Tan,E02,GSM6102538_E02_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent,,ColdDig_LiveSort,3' v3,E02,no,no,no,no,,
E02_EuE,GSM6102540_E02_EuE,Tan,E02,GSM6102540_E02_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E02,no,no,no,no,,
E03_EcP,GSM6102542_E03_EcP,Tan,E03,GSM6102542_E03_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E03,no,no,no,no,,
E03_EcPA,GSM6102541_E03_EcPA,Tan,E03,GSM6102541_E03_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent,,ColdDig_LiveSort,3' v3,E03,no,no,no,no,,
E03_EuE,GSM6102543_E03_EuE,Tan,E03,GSM6102543_E03_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E03,no,no,no,no,,
E04_EcP,GSM6102545_E04_EcP,Tan,E04,GSM6102545_E04_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E04,no,no,no,no,,
E04_EcPA,GSM6102544_E04_EcPA,Tan,E04,GSM6102544_E04_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent,,ColdDig_LiveSort,3' v3,E04,no,no,no,no,,
E04_EuE,GSM6102546_E04_EuE,Tan,E04,GSM6102546_E04_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E04,no,no,no,no,,
E05_EcP,GSM6102548_E05_EcP,Tan,E05,GSM6102548_E05_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E05,no,no,no,no,,
E05_EcPA,GSM6102547_E05_EcPA,Tan,E05,GSM6102547_E05_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent,,ColdDig_LiveSort,3' v3,E05,no,no,no,no,,
E05_EuE,GSM6102549_E05_EuE,Tan,E05,GSM6102549_E05_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E05,no,no,no,no,,
E06_EcP,GSM6102550_E06_EcP,Tan,E06,GSM6102550_E06_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E06,no,no,no,no,,
E06_EuE,GSM6102551_E06_EuE,Tan,E06,GSM6102551_E06_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E06,no,no,no,no,,
E07_EcO,GSM6102552_E07_EcO,Tan,E07,GSM6102552_E07_EcO,2,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,,ColdDig_LiveSort,3' v3,E07,no,no,no,no,,
E07_EcP,GSM6102553_E07_EcP,Tan,E07,GSM6102553_E07_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E07,no,no,no,no,,
E07_EuE,GSM6102554_E07_EuE,Tan,E07,GSM6102554_E07_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E07,no,no,no,no,,
E08_EuE,GSM6102555_E08_EuE,Tan,E08,GSM6102555_E08_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E08,no,no,no,no,,
E09_EcO,GSM6102556_E09_EcO,Tan,E09,GSM6102556_E09_EcO,2,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,,ColdDig_LiveSort,3' v3,E09,no,no,no,no,,
E09_EcP,GSM6102559_E09_EcP,Tan,E09,GSM6102559_E09_EcP,2,Fresh,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,ColdDig_LiveSort,3' v3,E09,no,no,no,no,,
E09_EcPA,GSM6102558_E09_EcPA,Tan,E09,GSM6102558_E09_EcPA,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent1,,ColdDig_LiveSort,3' v3,E09,no,no,no,no,,
E09_EcPA2,GSM6102557_E09_EcPA2,Tan,E09,GSM6102557_E09_EcPA2,2,Fresh,Cells,Ectopic_Peritoneum,ectopic_peritoneum_adjacent,peritoneumAdjacent,N/A,PeritoneumAdjacent,PeritoneumAdjacent2,,ColdDig_LiveSort,3' v3,E09,no,no,no,no,,
E09_EuE,GSM6102560_E09_EuE,Tan,E09,GSM6102560_E09_EuE,2,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,,ColdDig_LiveSort,3' v3,E09,no,no,no,no,,
MRC_Endo8625698,MRC_Endo8625698_E1,Garcia_Alonso,E1,MRC_Endo8625698,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.0,E1,no,no,no,no,,
MRC_Endo8625699,MRC_Endo8625699_E1,Garcia_Alonso,E1,MRC_Endo8625699,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.0,E1,no,no,no,no,,
E10_EcO,GSM6102561_E10_EcO,Tan,E10,GSM6102561_E10_EcO,2,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,,ColdDig_LiveSort,3' v3,E10,no,no,no,no,,
E11_EcO,GSM6102562_E11_EcO,Tan,E11,GSM6102562_E11_EcO,2,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,,ColdDig_LiveSort,3' v3,E11,no,no,no,no,,
MRC_Endo8712024,MRC_Endo8712024_E2,Garcia_Alonso,E2,MRC_Endo8712024,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.0,E2,no,no,no,no,,
MRC_Endo8712032,MRC_Endo8712032_E2,Garcia_Alonso,E2,MRC_Endo8712032,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.0,E2,no,no,no,no,,
MRC_Endo8715415,MRC_Endo8715415_E3,Garcia_Alonso,E3,MRC_Endo8715415,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Collagenase,3' v3.0,E3,no,no,no,no,,
MRC_Endo8715416,MRC_Endo8715416_E3,Garcia_Alonso,E3,MRC_Endo8715416,100,Fresh,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Ctrl_Superficial,Superficial,None,Trypsin,3' v3.0,E3,no,no,no,no,,
GSM6574509,GSM6574509_Fonseca_1,Fonseca,Fonseca_1,Sample1,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovarian cyst (L),ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_1,no,no,no,no,,
GSM6574531,GSM6574531_Fonseca_10,Fonseca,Fonseca_10,Sample27,0,Frozen,Cells,Ectopic_NoEndometriosis,ectopic_bladder_no_lesion,bladder,N/A,Ctrl_Bladder,Bladder,Bladder,,3',Fonseca_10,no,no,no,no,,
GSM6574529,GSM6574529_Fonseca_10,Fonseca,Fonseca_10,Sample25,0,Frozen,Cells,Ectopic_NoEndometriosis,ectopic_peritoneum_no_lesion,uterosacral ligament,N/A,Ctrl_Peritoneum,Ctrl_Peritoneum,Peritoneum,,3',Fonseca_10,no,no,no,no,,
GSM6574527,GSM6574527_Fonseca_10,Fonseca,Fonseca_10,Sample23,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_10,no,no,no,no,,
GSM6574530,GSM6574530_Fonseca_10,Fonseca,Fonseca_10,Sample26,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_10,no,no,no,no,,
GSM6574528,GSM6574528_Fonseca_10,Fonseca,Fonseca_10,Sample24,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_10,no,no,no,no,,
GSM6574532,GSM6574532_Fonseca_11,Fonseca,Fonseca_11,Sample28,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_11,no,no,no,no,,
GSM6574534,GSM6574534_Fonseca_11,Fonseca,Fonseca_11,Sample30,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_11,no,no,no,no,,
GSM6574533,GSM6574533_Fonseca_11,Fonseca,Fonseca_11,Sample29,0,Frozen,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_11,no,no,no,no,,
GSM6574535,GSM6574535_Fonseca_12,Fonseca,Fonseca_12,Sample31,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,OtherEndo_Superficial,Other_Endometrium,EN,,3',Fonseca_12,no,no,no,no,,
GSM6574536,GSM6574536_Fonseca_13,Fonseca,Fonseca_13,Sample32,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_13,no,no,no,no,,
GSM6574538,GSM6574538_Fonseca_14,Fonseca,Fonseca_14,Sample34,0,Frozen,Cells,Ovary,ovary_unaffected,ovary,N/A,Ovary_Superficial,Ctrl_Ovary,Ovary,,3',Fonseca_14,no,no,no,no,,
GSM6574539,GSM6574539_Fonseca_14,Fonseca,Fonseca_14,Sample35,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_14,no,no,no,no,,
GSM6574537,GSM6574537_Fonseca_14,Fonseca,Fonseca_14,Sample33,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_14,no,no,no,no,,
GSM6574540,GSM6574540_Fonseca_15,Fonseca,Fonseca_15,Sample36,0,Frozen,Cells,Ovary,ovary_unaffected,ovary,N/A,Ovary_Superficial,Ctrl_Ovary,Ovary,,3',Fonseca_15,no,no,no,no,,
GSM6574542,GSM6574542_Fonseca_16,Fonseca,Fonseca_16,Sample38,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_16,no,no,no,no,,
GSM6574541,GSM6574541_Fonseca_16,Fonseca,Fonseca_16,Sample37,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_16,no,no,no,no,,
GSM6574543,GSM6574543_Fonseca_17,Fonseca,Fonseca_17,Sample39,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_17,no,no,no,no,,
GSM6574545,GSM6574545_Fonseca_18,Fonseca,Fonseca_18,Sample41,0,Frozen,Cells,Ovary,ovary_unaffected,ovary,N/A,Ovary_Superficial,Ctrl_Ovary,Ovary,,3',Fonseca_18,no,no,no,no,,
GSM6574544,GSM6574544_Fonseca_18,Fonseca,Fonseca_18,Sample40,0,Frozen,Cells,Superficial_Eutopic,eutopic_endometrium,N/A,N/A,Endo_Superficial,Superficial,EN,,3',Fonseca_18,no,no,no,no,,
GSM6574547,GSM6574547_Fonseca_19,Fonseca,Fonseca_19,Sample43,0,Frozen,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,deep,Lesion_Ovarian,Deepinfiltrating,Peritoneum,,3',Fonseca_19,no,no,no,no,,
GSM6574546,GSM6574546_Fonseca_19,Fonseca,Fonseca_19,Sample42,0,Frozen,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_19,no,no,no,no,,
GSM6634272,GSM6634272_Fonseca_2,Fonseca,Fonseca_2,Sample2,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_2,no,no,no,no,,
GSM6634273,GSM6634273_Fonseca_2,Fonseca,Fonseca_2,Sample3,0,Fresh,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,ovarian,Lesion_Ovarian,Lesion_Ovarian,Ovary,,3',Fonseca_2,no,no,no,no,,
GSM6574548,GSM6574548_Fonseca_20,Fonseca,Fonseca_20,Sample44,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_20,no,no,no,no,,
GSM6574550,GSM6574550_Fonseca_21,Fonseca,Fonseca_21,Sample46,0,Frozen,Cells,Ectopic_Lesion,ectopic_ovarian_lesion,ovary,deep,Lesion_Ovarian,Deepinfiltrating,Peritoneum,,3',Fonseca_21,no,no,no,no,,
GSM6574551,GSM6574551_Fonseca_21,Fonseca,Fonseca_21,Sample47,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,deep,Lesion_Peritoneal,Deepinfiltrating,Peritoneum,,3',Fonseca_21,no,no,no,no,,
GSM6574552,GSM6574552_Fonseca_21,Fonseca,Fonseca_21,Sample48,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,Peritoneum,,3',Fonseca_21,no,no,no,no,,
GSM6574553,GSM6574553_Fonseca_21,Fonseca,Fonseca_21,Sample49,0,Frozen,Cells,Ectopic_Lesion,ectopic_peritoneal_lesion,peritoneum,superficial,Lesion_Peritoneal,Lesion_Peritoneal,,,3',Fonseca_21,no,no,no,no,,
